"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2014","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.05",""
"SURVEY","2014","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.873",""
"SURVEY","2014","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.04",""
"SURVEY","2014","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.97",""
"SURVEY","2014","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.37",""
"SURVEY","2014","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.934",""
"SURVEY","2014","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.824",""
"SURVEY","2013","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.644",""
"SURVEY","2013","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.87",""
"SURVEY","2013","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.21",""
"SURVEY","2013","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.776",""
"SURVEY","2013","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.863",""
"SURVEY","2013","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.82",""
"SURVEY","2013","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.695",""
"SURVEY","2013","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.952",""
"SURVEY","2013","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.976",""
"SURVEY","2013","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.16",""
"SURVEY","2013","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.836",""
"SURVEY","2013","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.823",""
"SURVEY","2012","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.641",""
"SURVEY","2012","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.949",""
"SURVEY","2012","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.957",""
"SURVEY","2012","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.669",""
"SURVEY","2012","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.667",""
"SURVEY","2012","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.764",""
"SURVEY","2012","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.688",""
"SURVEY","2012","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.792",""
"SURVEY","2012","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.596",""
"SURVEY","2012","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.02",""
"SURVEY","2012","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.837",""
"SURVEY","2012","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.06",""
"SURVEY","2011","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.888",""
"SURVEY","2011","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.991",""
"SURVEY","2011","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","2011","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.776",""
"SURVEY","2011","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.66",""
"SURVEY","2011","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.684",""
"SURVEY","2011","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.687",""
"SURVEY","2011","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.654",""
"SURVEY","2011","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.622",""
"SURVEY","2011","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.862",""
"SURVEY","2011","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.857",""
"SURVEY","2011","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.769",""
"SURVEY","2010","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.6",""
"SURVEY","2010","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.625",""
"SURVEY","2010","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.919",""
"SURVEY","2010","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.775",""
"SURVEY","2010","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.906",""
"SURVEY","2010","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.528",""
"SURVEY","2010","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.423",""
"SURVEY","2010","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.06",""
"SURVEY","2010","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.442",""
"SURVEY","2010","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.02",""
"SURVEY","2010","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.655",""
"SURVEY","2010","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.447",""
"SURVEY","2009","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.774",""
"SURVEY","2009","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.585",""
"SURVEY","2009","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.944",""
"SURVEY","2009","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.642",""
"SURVEY","2009","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.901",""
"SURVEY","2009","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.524",""
"SURVEY","2009","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.389",""
"SURVEY","2009","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.647",""
"SURVEY","2009","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.417",""
"SURVEY","2009","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.884",""
"SURVEY","2009","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.638",""
"SURVEY","2009","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.571",""
"SURVEY","2008","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.89",""
"SURVEY","2008","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.82",""
"SURVEY","2008","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.864",""
"SURVEY","2008","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.23",""
"SURVEY","2008","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.21",""
"SURVEY","2008","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.676",""
"SURVEY","2008","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.93",""
"SURVEY","2008","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","2008","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.702",""
"SURVEY","2008","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","2008","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.892",""
"SURVEY","2008","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.861",""
"SURVEY","2007","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.561",""
"SURVEY","2007","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.722",""
"SURVEY","2007","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.28",""
"SURVEY","2007","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.629",""
"SURVEY","2007","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.787",""
"SURVEY","2007","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.814",""
"SURVEY","2007","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.499",""
"SURVEY","2007","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.684",""
"SURVEY","2007","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.618",""
"SURVEY","2007","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.19",""
"SURVEY","2007","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.806",""
"SURVEY","2007","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.961",""
"SURVEY","2006","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.322",""
"SURVEY","2006","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.395",""
"SURVEY","2006","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.671",""
"SURVEY","2006","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.299",""
"SURVEY","2006","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.437",""
"SURVEY","2006","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.253",""
"SURVEY","2006","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.376",""
"SURVEY","2006","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.496",""
"SURVEY","2006","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.236",""
"SURVEY","2006","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.678",""
"SURVEY","2006","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.389",""
"SURVEY","2006","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.377",""
"SURVEY","2005","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.268",""
"SURVEY","2005","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.266",""
"SURVEY","2005","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.561",""
"SURVEY","2005","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.362",""
"SURVEY","2005","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.375",""
"SURVEY","2005","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.329",""
"SURVEY","2005","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.24",""
"SURVEY","2005","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.332",""
"SURVEY","2005","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.244",""
"SURVEY","2005","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.485",""
"SURVEY","2005","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.317",""
"SURVEY","2005","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.461",""
"SURVEY","2004","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.619",""
"SURVEY","2004","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.338",""
"SURVEY","2004","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.488",""
"SURVEY","2004","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.749",""
"SURVEY","2004","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.81",""
"SURVEY","2004","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.404",""
"SURVEY","2004","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.498",""
"SURVEY","2004","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2004","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.472",""
"SURVEY","2004","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.437",""
"SURVEY","2004","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.306",""
"SURVEY","2004","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.354",""
"SURVEY","2003","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.518",""
"SURVEY","2003","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.667",""
"SURVEY","2003","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.738",""
"SURVEY","2003","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","0.463",""
